Date,Close,Volume,MarketCap,PriceToEarn,PriceToBook,PriceToCash,EV,MarketCapToSales,ROE,EPS,DIV
201401.0,216.73,13847065.0,258135.9,35.19,10.71,31.63,20.43,5.96,36.27,10.03,0.0
201312.0,214.4,9903954.0,255205.68,36.36,10.98,32.53,20.78,5.8,36.21,8.5,0.0
201311.0,213.43,8037987.0,253926.97,36.36,10.98,32.53,20.78,5.8,36.21,8.5,0.0
201310.0,222.83,12165602.0,264943.26,36.36,10.98,32.53,20.78,5.8,36.21,8.5,0.0
201309.0,226.87,12529988.0,269517.6,36.36,10.98,32.53,20.78,5.8,36.21,8.5,0.0
201308.0,205.23,14448535.0,243706.37,36.36,10.98,32.53,20.78,5.8,36.21,8.5,0.0
201307.0,227.77,13064976.0,270173.4,36.36,10.98,32.53,20.78,5.8,36.21,8.5,0.0
201306.0,216.27,14750888.0,256334.39,36.36,10.98,32.53,20.78,5.8,36.21,8.5,0.0
201305.0,226.57,11299688.0,268542.67,36.36,10.98,32.53,20.78,5.8,36.21,8.5,0.0
201304.0,219.27,6635235.0,259890.2,36.36,10.98,32.53,20.78,5.8,36.21,8.5,0.0
201303.0,206.07,6533841.0,244244.64,36.36,10.98,32.53,20.78,5.8,36.21,8.5,0.0
201302.0,196.73,5554900.0,232822.1,36.36,10.98,32.53,20.78,5.8,36.21,8.5,0.0
201301.0,204.93,10530430.0,242295.75,36.36,10.98,32.53,20.78,5.8,36.21,8.5,0.0
201212.0,191.2,10085221.0,225949.64,31.73,9.46,28.2,18.01,5.04,35.58,7.15,0.01
201211.0,198.83,4893112.0,234755.56,31.73,9.46,28.2,18.01,5.04,35.58,7.15,0.01
201210.0,188.53,7819728.0,222368.47,31.73,9.46,28.2,18.01,5.04,35.58,7.15,0.01
201209.0,181.27,6383364.0,213612.8,31.73,9.46,28.2,18.01,5.04,35.58,7.15,0.01
201208.0,178.37,9017500.0,209882.27,31.73,9.46,28.2,18.01,5.04,35.58,7.15,0.01
201207.0,171.8,6247791.0,201856.41,31.73,9.46,28.2,18.01,5.04,35.58,7.15,0.01
201206.0,172.63,6032587.0,202457.47,31.73,9.46,28.2,18.01,5.04,35.58,7.15,0.01
201205.0,153.5,9050396.0,180018.66,31.73,9.46,28.2,18.01,5.04,35.58,7.15,0.01
201204.0,163.7,8168628.0,191980.81,31.73,9.46,28.2,18.01,5.04,35.58,7.15,0.01
201203.0,151.23,21385115.0,177360.4,31.73,9.46,28.2,18.01,5.04,35.58,7.15,0.01
201202.0,138.5,15412076.0,162159.26,31.73,9.46,28.2,18.01,5.04,35.58,7.15,0.01
201201.0,135.57,7620316.0,158617.07,31.73,9.46,28.2,18.01,5.04,35.58,7.15,0.01
201112.0,134.2,15252162.0,156935.49,31.72,8.83,27.61,17.26,4.56,33.35,5.72,0.01
201111.0,133.8,12038617.0,156333.26,31.72,8.83,27.61,17.26,4.56,33.35,5.72,0.01
201110.0,142.1,10050753.0,165781.68,31.72,8.83,27.61,17.26,4.56,33.35,5.72,0.01
201109.0,131.9,7645949.0,153788.81,31.72,8.83,27.61,17.26,4.56,33.35,5.72,0.01
201108.0,133.33,11009915.0,155272.0,31.72,8.83,27.61,17.26,4.56,33.35,5.72,0.01
201107.0,138.87,11923732.0,161409.59,31.72,8.83,27.61,17.26,4.56,33.35,5.72,0.01
201106.0,134.97,10832898.0,156657.83,31.72,8.83,27.61,17.26,4.56,33.35,5.72,0.01
201105.0,128.9,14401280.0,149616.16,31.72,8.83,27.61,17.26,4.56,33.35,5.72,0.01
201104.0,127.97,11461552.0,148532.83,31.72,8.83,27.61,17.26,4.56,33.35,5.72,0.01
201103.0,120.97,21035731.0,140407.82,31.72,8.83,27.61,17.26,4.56,33.35,5.72,0.01
201102.0,112.67,17673962.0,130542.36,31.72,8.83,27.61,17.26,4.56,33.35,5.72,0.01
201101.0,108.63,14648872.0,125756.66,31.72,8.83,27.61,17.26,4.56,33.35,5.72,0.01
201012.0,116.33,10646516.0,134467.96,29.3,7.17,24.9,14.81,3.83,29.33,8.98,0.01
201011.0,114.0,9512221.0,131651.19,29.3,7.17,24.9,14.81,3.83,29.33,8.98,0.01
201010.0,114.1,16630035.0,131638.31,29.3,7.17,24.9,14.81,3.83,29.33,8.98,0.01
201009.0,118.7,17228933.0,136696.11,29.3,7.17,24.9,14.81,3.83,29.33,8.98,0.01
201008.0,108.43,12692238.0,124580.14,29.3,7.17,24.9,14.81,3.83,29.33,8.98,0.01
201007.0,102.92,7385726.0,118149.36,29.3,7.17,24.9,14.81,3.83,29.33,8.98,0.01
201006.0,101.58,10817118.0,116359.65,29.3,7.17,24.9,14.81,3.83,29.33,8.98,0.01
201005.0,94.38,10771567.0,108112.33,29.3,7.17,24.9,14.81,3.83,29.33,8.98,0.01
201004.0,88.35,5237494.0,101201.39,29.3,7.17,24.9,14.81,3.83,29.33,8.98,0.01
201003.0,87.72,12001384.0,100475.93,29.3,7.17,24.9,14.81,3.83,29.33,8.98,0.01
201002.0,77.35,7774307.0,88318.23,29.3,7.17,24.9,14.81,3.83,29.33,8.98,0.01
201001.0,83.42,9983525.0,95117.52,29.3,7.17,24.9,14.81,3.83,29.33,8.98,0.01
